review_id,order_id,review_score,review_comment_title,review_comment_message,review_creation_date,review_answer_timestamp
7c6400515c67679fbee952a7525281ef,c31a859e34e3adac22f376954e19b39d,5,,,2018-08-14,2018-08-14 21:36:06
373cbeecea8286a2b66c97b1b157ec46,583174fbe37d3d5f0d6661be3aad1786,1,Não chegou meu produto ,Péssimo,2018-08-15,2018-08-15 04:10:37
d21bbc789670eab777d27372ab9094cc,4fc44d78867142c627497b60a7e0228a,5,Ótimo,Loja nota 10,2018-07-10,2018-07-11 14:10:25
19a52a2297e5289ab4187d238d335982,677c865b89aa97e7dbeb4bfbb50bbcfd,5,,,2018-08-25,2018-08-26 22:02:59
b193ff3c9f32a01f3a0d9ae26b94d244,e2e6ee1ed2d7f2f36b05d234983bd7a0,5,Maravilhoso!,"Tô completamente apaixonada, loja super responsável e confiável!",2018-08-10,2018-08-11 00:22:13
1a74d76543e1b419b48daebee364c281,14861b02076ed7da9471988265a0104b,5,,,2018-07-14,2018-07-16 20:09:42
500c05500aa275953129f49799ee5c73,8a9424899aac432d80d8e580932b5ee9,5,MT lindo,MT lindo,2018-07-25,2018-07-25 21:37:22
109b5ce2dd11bb8460eff3b86da6fefc,25362fbf6aac4b01a28dee1e076acc26,5,Ótimo Produto! ,Recomendo o vendedor... ,2018-08-17,2018-08-17 21:47:08
951a3591f5bcc0b0c558461c9bf49d8e,801524a8fbd37484e8d8c23448f113b5,3,,,2018-07-14,2018-07-14 21:04:31
4a1c0e7a111f33f2be53506db4887b1a,0feb8ce954124d3e3d8338c573a9c523,5,,,2018-08-28,2018-08-29 02:00:24
60c714ed14cef913944a3147094a4742,9ac05114800f02bfaa783bd76842dbe2,1,,"Produto muito inferior, mal acabado.",2018-07-03,2018-07-05 19:03:52
31b63ea961f9f43c21209d729d1c78e5,46d2d651f006b9b9440d1aa37d89c894,5,,,2018-08-17,2018-08-31 03:13:36
352609f0f2d34ce5d3b8de817ee948d5,96b947c986b42f213c9e6b8ccccedb89,3,Não recebi o produto.,,2018-08-25,2018-08-25 20:53:41
c2babb5fd0e3e13707274820a7227d25,0193a99edc8c599aaa16f9b9e991efb8,5,,,2018-08-02,2018-08-03 04:55:37
4e18511741b7ba8896f192fae5858e0a,e7ec2ee871d40f0b32fb471cb07ad239,4,,,2018-07-13,2018-07-16 01:34:42
ad0fb518df54cbb079834b68141941ee,cd2457140ff84327d7d7030053b80fce,4,,,2018-08-10,2018-08-14 23:35:31
a95d9b8de163612abddc0a2aae1131d5,140d9953eb16589e277967bbfcdf7ac5,3,,,2018-08-26,2018-08-28 15:04:49
ecb87d3794a6b2a32e6d9ebee0b8dee5,b1b42afa1e73f34f90872f5f1ec48391,5,,,2018-08-04,2018-08-07 18:50:13
77a5eb7708ea47c9dd27b268ab56b633,8883dd20e652369652c1abd7a411788f,5,,,2018-08-21,2018-08-22 10:55:39
0c9b6ca9b3beaf0fd5d621f63844ea01,cadd4c5765abf658117f2cc7e2a639c2,5,prazo entrega,"Espero receber esta semana, o que não seria tão extravagante, porém...mais atrazo do que isso me faria desistir do baratheon.",2018-08-26,2018-08-29 02:48:21
29b897a4c960516960b7dbe2ed0cb99a,4ecddf4ce273e32faaf71a4a8ed4676e,3,,,2018-07-22,2018-07-24 13:21:55
0ddace107051d27b273578e30c758518,f8b6b27efdf0f73f9e9d978fc503c45f,3,,,2018-07-12,2018-07-13 18:08:46
9d0f36ac2ecea44727adaa0e0fe064fe,3aa2600d02e113fa1145a76a2e90185f,4,,,2018-07-13,2018-07-18 13:32:03
59d95e0b5b52d038dc3a022b7c912969,fc8c2e8bc069aea361c41c313464993c,5,Super produto ,Muito bom alta qualidade!,2018-07-04,2018-07-05 00:56:21
4f38ceccf5f69828f45e871aad65266f,5a2aaa78e3c69a74dd64b28846deb199,4,,,2018-08-30,2018-08-30 18:04:07
5241fcad10d7b45a1761f1e1e1536faa,0bcbcc3e0a09b3f6a9495de35f452616,5,super recomendo,"chegou dentro do prazo e o produto é de excelente qualidade! Acabou as dores nas costas, estou dormindo muito bem!",2018-07-07,2018-07-09 18:12:17
d2322bd5a219c030b3c0d7a80fe27b8f,a69cfdf2a1c59f8ff05718f69d021e81,4,,,2018-07-27,2018-07-28 11:06:54
87aa227006eb2fb086f3cbdaaa2fe764,352ad67deb8528562cff60c00dc6e99a,5,,,2018-07-12,2018-07-12 22:46:10
715742f4ae2149e82ead981971912530,73863aca434e1d117e45109bea6f1937,1,,,2018-08-17,2018-08-17 05:21:43
4140f2b38a5447bb90d453256604d8a3,78008d03bd8ef7fcf1568728b316553c,5,,,2018-07-11,2018-07-11 17:33:14
7914fa319f12631679d1704d7dcd17df,06ecfa8dfae87263e05d953aa561603d,5,Top,Recomendo,2018-08-22,2018-08-23 01:51:28
3ed2fb4d3cc7862bfa63bc388fe9435f,fa77b4aa91c0a9f2bc533e0dc380d9c2,4,,,2018-08-11,2018-08-13 13:48:01
8e9a28e03aec9af5e2c6b84b43745178,3c8aa4e17d7d0b7a6b3c5f8ea6d36038,5,,,2018-07-07,2018-07-09 22:00:14
2c303fb6b2f9c16f324f7deb88e736fe,d9fb85f3f3239e18e331c9f622d6998b,5,,Produto muito bom,2018-08-08,2018-08-09 05:27:42
8b4c14417bccab81710772ecb8b23fd6,62a575a2a9f2c005b7ec7ff7dd76d5ee,1,,produto deu defeito na 1 vez de uso.,2018-08-03,2018-08-04 19:32:39
3528296df9092b7a7b88bd036e3f8a8e,dae4fcb62b78ccf2ff3ac4d49113a8f5,5,produto show,super recomendo produto profissional de qualidade,2018-07-14,2018-07-17 14:28:34
