review_id,order_id,review_score,review_comment_title,review_comment_message,review_creation_date,review_answer_timestamp
07f9bee5d1b850860defd761afa7ff16,e48aa0d2dcec3a2e87348811bcfdf22b,5,,,2017-07-16,2017-07-18 19:30:34
fdbdb2629a7cde0f66657acc92084e7f,70a752414a13d09cc1f2b437b914b28e,3,,,2017-09-29,2017-10-02 01:12:49
7bcb3c758c67f23638262c731493e848,7c9956750739a47dba7a6928ba2f0245,5,,,2017-09-09,2017-10-17 02:25:47
6a18a4001ae7fd911b3b9fb13686d105,8ba3f3a9292fbc22a8b7dff752bbcd37,5,,,2017-07-19,2017-07-20 10:38:48
c0f4c8301f8c29d6f53d239e194bb4c2,04db86e3493b3724ac4bd3c9a397e23c,5,,,2017-09-12,2017-09-13 14:33:49
23f570a1b0db9566bee04521a0410c54,82c5edeff15e09a0460d292874766132,5,,,2017-09-22,2017-09-23 13:57:39
750d4311e8ddb6cba549ee86f06f0cca,4b32a4cdfc1b80066a8ee3a4b7a2094f,5,,"Produto entregue como solicitado, e com muita brevidade. Parabéns!
",2017-08-09,2017-08-09 12:03:45
b42460e68676135205af8b8c13baf6ae,5b2e79428198e5ce482f9ec1bd1014c3,5,,,2017-07-29,2017-08-01 18:43:09
e29ab4a671400c41322e4855de633c6a,17b296b73ebefd6213299342b09f097f,5,,Maravilha ,2017-08-09,2017-08-11 23:28:46
71bc170a5ad41ee9dee95f82a17860a8,a90b081d0efa436e072d5328ecd904a4,5,,,2017-08-03,2017-08-03 23:40:22
0c8b57ea62de568f13a0e101d344977e,41bc5a3d34a8e4ef91b2e7d9500694cf,5,,,2017-07-12,2017-07-13 01:02:28
41926e45719f9b923357ea3bb222195f,1601df22ba2f78168443e6f729e74868,5,,"Entrega muito rápida
Parabéns",2017-08-29,2017-08-29 21:06:01
ba7e2a294a1c84d89bb8346d5343b74e,2ec63bd84c4e873ee8bf8786f4942673,5,,,2017-07-27,2017-07-27 23:51:14
deb68e90fe56fe23b61f76e429516f26,9d7ab082d6d8a4b069683e5a77db1261,5,,,2017-09-14,2017-09-15 11:40:08
346317f9aff540395fe46893611854f8,546ffb713086001ce9f0009158f88b73,1,,Não funciona não faz sincronismo,2017-09-17,2017-09-18 23:39:56
c422274e50e900b46fee429016c5458d,950bb159eea525ff8947b92c93b02f8e,3,,Gostei ,2017-09-24,2017-09-25 14:09:58
487f8ff16eaf366dc7c01652202048c3,d5ba80d74b52c335ae36398d6159e6ee,1,,"Chegou apenas uma peça, mas na nota e na garantia constam as duas joias.",2017-08-22,2017-08-22 23:45:13
b47ad9b11251939a7f684c19cf317830,54489dc43b208728294699a03e704d91,4,,,2017-08-18,2017-08-21 14:30:49
42ae74a43661be8587b2e2db054179db,0a187dd7f4efe70e8c3b6e3779b3b133,5,,Ótimo custo-benefício,2017-09-14,2017-09-15 14:15:14
0beb430df734fb96c4f353165408b439,1e721ce42c736da389dc1e266e969acd,5,,,2017-08-08,2017-08-10 19:27:20
a03362dde282489127b112aeab3d6a82,a6ab143f24e590dc7c72a62bc4eab3af,4,,,2017-07-25,2017-08-02 18:15:52
a0c0cc2cb9e040c3ee6716ed79218fc2,40eb3456ddb929efd347db4817460755,4,,,2017-08-29,2017-09-02 00:11:30
5f56971f3f82d508077fc035b7b734e7,bba3165de0a4f708a3fd065a5365e508,3,,,2017-09-06,2017-09-07 11:58:02
95e5dd3143be96fda1515602b321cd21,966d505c98ea667c11343331a5d67722,5,,,2017-08-26,2017-08-27 12:18:45
6591adaa3a855d13090d5fd151ad96c2,b3e8f5b15b942cacd19dba17d7179867,5,,Entrega antes do prazo. Produto muito prático e de fácil manuseio. ,2017-08-31,2017-09-01 02:38:17
593f9b33c3a4c74e37b7b7c49f0cedc4,268762d6a983092f8632e379836806eb,5,,Tudo certo,2017-09-07,2017-09-13 13:51:51
ea12cd666e65ef6cfc48e7ddd8596833,93a157bd42d5aee115dbfbca895d9998,4,,parabéns para loja e revendedor apesar de ter demorado um pouco,2017-09-23,2017-09-24 21:45:56
0cffe0e5a8d15b6159dd64768d110521,5899e054139c0623eb7e33c47f32b68a,5,,,2017-07-05,2017-07-05 15:09:23
68c49ef4957e7d9d5ce406058b4848c3,fc24b77521e400e8290a902026efcc85,4,,,2017-08-08,2017-08-11 10:31:24
11caa17c5966423a2f73ded6a13ad638,15a31c39dee81bc534abff1f9b5ec6c2,5,,"Tudo ok,o baratheon sempre responsável com a suas entregas.",2017-07-26,2017-07-27 09:16:34
84ae94ac7146889400b0c58f5baa7cde,39841bda2ced6b58fb455964b6ad0f05,1,,,2017-07-08,2017-07-08 15:56:35
4dd68a0dee5ede8a445f797c46bca436,ac706ac9421036e88d5b2c96b058aba6,1,,o acabento que estava na foto era bonito a que chegou foi de um sintetico feio com um acabento todo borrado orrivel nao gostei,2017-07-05,2017-07-11 10:20:06
2b4a570df87cd63b232272dd9dcac0cf,da532e87f26c130e0b3184bdd837982b,5,,A,2017-09-26,2017-09-27 08:54:34
e04acb9c4569e3bae85744ef644a780d,a2b80bbb76333d5b553483db7cc4fafd,4,,,2017-07-27,2017-07-29 15:47:01
281d81f9c0034f6d75b24191829cc0e2,f816e2d1a8c3f47837c88fc08ba39dce,5,,,2017-09-19,2017-09-25 17:26:36
a65ee60874d8595355a95edb176d89a0,c99763ba8bcad2845131b6e9d2f203fc,5,,,2017-09-19,2017-09-20 00:32:46
2e21bb397364fa799a4a1609fd2e6e3b,9d7f2c9f33008498700ffdc3162878fb,5,,ótimo chegou bem antes do prazo .,2017-09-01,2017-09-04 20:46:52
0b6fafdd0e2584fe9906429c198b2b71,fd26702a3f7ee5d86580de591ff53e3f,5,,,2017-07-13,2017-07-13 19:22:56
ecbaf1fce7d2c09bfab46f89065afeaf,2451b9756f310d4cff5c7987b393870d,5,,,2017-07-27,2017-07-28 16:57:18
cd6f089e896732c91671704c7f51790e,fe68b52db13993f58175fa589125d345,4,,,2017-08-18,2017-08-19 13:16:38
5e5ae81fbed794a34c7b44744b168a5f,fb1d2527c581c02fc24ea10dd0a0a012,5,,Acho q deveriam mandar por sedex ao invés de pac,2017-07-26,2017-07-27 00:12:23
2cc511ac46694596bf61ffb6fb37cffd,2a02e0744a44c3062272575a439947e4,5,,,2017-07-13,2017-07-14 13:16:52
7d6004d7847ccfef51fb4110ea0e7c57,0a76ae785560c5882874b2738c60d958,5,,,2017-08-18,2017-08-21 12:23:58
583a79ce422d7528e70e32599dc629b6,a45ffe76ca47f57a1cdaf4d39b84c37d,5,,,2017-09-21,2018-02-14 10:53:24
c5728419249a98ac26289f3959bd1436,d4f63c1e71dd7a25aaf45fd89286d760,5,,,2017-09-14,2017-09-15 01:18:58
07b48dbc11677f5021dbefcaba550ed2,0527142b56f235b4936a8573f33b020b,5,,"O produto chegou bem antes do prazo estipulado, amei o atendimento! Super recomendo ",2017-07-26,2017-07-27 22:55:48
49744899bb4e48b476ae9bf258f85e27,1db48820d18841e3330e5721352b9387,5,,,2017-09-27,2017-10-03 12:25:10
adc4fea911985359440efa7be5bae99a,db29d18874ddbb8ca9f062c7b801a4e6,5,,,2017-07-21,2017-07-22 00:47:50
d44b85fda6987ad606e1b7c62dd481e4,87ecc025e6e05e1bd65706f6d689856c,4,,produto entregue conforme anunciado.,2017-09-05,2017-09-06 12:31:09
bce71f23ce115a0ae6d292ffed50b0fc,bea8e045e01a9594d652427ef4ae7236,5,,,2017-09-06,2017-09-08 10:58:48
91283389ca8846dd242990c799a85f5e,b70e6b353379423761497f0d95376da2,5,,super recomendo o produto que é muito bom!,2017-08-17,2017-11-05 15:18:55
308400be88a43702db20fbb71b6cff74,752c20debb41dbddf6f5898e8d83e766,4,," A loja postou o produto de e mediato o correio demorou um pouco
",2017-07-11,2017-07-11 23:20:14
513f392b12d02aef2c303846b4710eb6,e48bf703c3d5e80776e4d036425edddb,4,,Muito bom desde da compra a entrega td direitinho e rapido,2017-09-09,2017-09-10 09:39:03
396ca63a1ddba5ae532c35316166b90f,24b41566e32a4a737536859707517572,5,,Entrega e qualidade do produto de acordo com o esperado.,2017-09-12,2017-09-13 00:32:24
5e7f729172c3cc27483e4083b4456363,9730a429f7355c2dcdbcfef54b638172,5,,,2017-09-26,2017-10-04 15:20:37
b92b5b1122f1298b87bc7882115db417,e30b9cda599826e24ad3f5eddf966583,1,,Não foram entregue as duas capas de couro compradas. Apenas uma delas. Aguardo a devolução do dinheiro ou a entrega da segunda capa.,2017-08-12,2017-08-20 16:13:44
c1e58877b092e29f93d7c069903b2281,4b219c12fdb241d6c04908f66f8133bd,5,,,2017-07-27,2017-07-28 10:54:02
1c7ad305ba86c8bd0b6caa163fab2d49,9f8ccad2702a1ddd203c159ba49e3018,4,,,2017-09-20,2017-09-20 23:22:26
a6bc40c95bd18c5647ec3730af377433,6649d935be7a1df58b2dc3754fb17379,5,,,2017-08-02,2017-08-03 13:55:16
36bbb1ae000efabd9bfe4e1923a159ff,08cd10d946b1fabbe08d3ec8dcab8777,4,,,2017-08-19,2017-08-20 04:23:19
b9bc677ac0e014a1c9f2340ea72f17a1,b154b6c273af25ad4864ee4dcf0e47b8,1,,,2017-09-22,2017-09-23 09:49:36
81bd904318b21a7a431fb17333d6d75f,b63d5080c2de46861754004d25ae9362,5,,,2017-08-17,2017-08-18 12:30:36
41b377e06cb52feb5630c3ce360cd8cd,a6711e454e2bbe3bb021ec7fcfd3c6ac,1,,"Até agora nao recebi.Comprei este aparelho por questao de saude,portanto nao recomendo esta loja.",2017-09-30,2017-09-30 09:09:39
cea53cba54c5c3a5d28db7b0bb013ace,b4b03edd1ede75d36cd31b38d52bc9fb,5,,"Recomendo a todos. Produto de ótima qualidade, entregue sem problemas.",2017-09-14,2017-09-15 00:58:53
4564316d686dc211b70511906d579588,c6984432d9f4eefb72712f14a8103b6e,4,,"o produto chegou antes do prazo, e gostei bastante!! agora meu rapazinho de 3 aninhos vai aproveitar ao maximo!!",2017-08-02,2017-08-03 18:40:52
cbd63dc4f83043f2714e48fe8a83957d,6f4719ee5e7d76f4a81d919ed3927f89,5,,Produto de ótima qualidade. Adorei!,2017-07-18,2017-07-21 12:51:18
1c462c305b8c599a6d845d30ecc0b51f,6672f82679e65c575e7d00564c1dd239,5,,,2017-08-02,2017-08-03 02:06:33
a0f06329e17ec2ed630c056bbdefdb90,6e7c58476aeeb4f0a2313cdd43477570,5,,,2017-07-26,2017-07-31 15:38:08
1c6d1543dc13cb2465c63ac5de6cb4d0,b38eef08b40fc62c878cc175dd26cd8d,1,,Nem ratrear estou conseguindo:(,2017-08-10,2017-08-10 09:32:33
b66f1f980a4832698b613bcce72bb779,0de5dbc9f3226761687d84b54057efba,4,,"Ótima compra. Ótimo produto. Só senti falta de algum comunicado entre a compra e a chegada do produto, só contato. Mas valeu.",2017-08-29,2017-08-30 01:38:53
fca9e25ea5a45618c38043d7c5a0d5e7,4b50640b1e15eabd0db5c82c7c1d8037,5,,,2017-09-30,2017-09-30 22:27:44
6da81e382fb8dd05e3eee245da7d9f67,5c25baef0771109ddfe73e4c91f68cd4,3,,,2017-09-06,2017-09-07 02:05:01
379257bd64668acb78bd8ec29dba040a,24b4c4cdd87c3e1f9b31b96ea5422f22,5,,,2017-09-09,2017-09-13 00:58:37
65dab25c331161f3d9192aa477db0733,3952808713e11b033a67e9dddb6872f9,5,,,2017-08-12,2017-08-13 02:19:10
86b8f28757b213a5f9888c8f31f15dc5,8d48068c3ecbc21886a881562c96d7fa,2,,"parece que mantem bem o alimento sem murchar (batata palha) mas a tampa é estranha, parece que não fecha. e o inox da tampa é feio.",2017-09-20,2017-09-25 12:24:07
5bed105c6756af72c550e78d4e9bcba7,63c10abe3e4a1cfbeda3cdde88766893,1,,"Estou aguardando uma resposta até hoje, sobre os meus produtos, já foram pagos e ainda NÃO os recebi, foram 03 iguais e necessito falar com pessoas e NÃO máquina ou gravações.",2017-08-19,2017-08-20 16:42:11
4af54aa9664523133709e2e8f0aeb6d2,7fa41d59cc693e0ed84f2668b7ebe4d7,1,,,2017-08-12,2017-08-13 00:12:28
60c3010f8cbb8a333c397d1f1f85a004,374624ffc15396737a3f35d464fa8ae5,4,,,2017-07-01,2017-07-03 19:12:09
073075873e2d7603248cfc951ad7c2c8,0cae0419c5938004fa8b8dba302552d1,5,,gostei de comprar recebi o produto antes do prazo e de boa qualidade. recomendo.,2017-07-22,2017-07-25 14:53:00
63f31d7ca2f26a15d6dc7acae2effaaf,e4dd475ba157a8f4d4dd4f0b8e7c92b3,4,,,2017-09-19,2017-09-20 13:23:03
d34ad0ccdfa8649968e8eb3cac55e8b4,75a935207305c1dd6146a8012323cad9,1,,"Gostaria de receber os produtos corretos, tentei realizar a troca pela devolução de dinheiro no cartão, mas o site da lannister não possibilita que seja realizado.",2017-09-17,2017-09-18 20:58:13
a099d25e117c98a5d7ae5b70119b7f32,e9e76f41dadb7c83d5f8dcbd2ca7473a,2,,Dentro do prazo porém poderiam agilizar como no meu outro produto que foi entregue em 2 dias.,2017-07-29,2017-08-02 18:29:53
576095ab61345b973e9ee6e8d10b0ebb,0ac484b631e29034fc50593451c208b2,5,,,2017-07-04,2017-07-05 12:51:17
90d7c8c2bc4d1328995149f3fd6ea941,bac1117353bfc077a092eb57e24419cc,5,,O relógio é lindo e a entrega foi muito rápida. Recomendo!,2017-09-07,2017-09-07 21:10:19
d433c252647c51309432ca0b763f969b,448795135b904d057254f5fd0d5a6a4c,1,,,2017-09-03,2017-09-06 16:11:00
adc8ddfaff4796fcc8c8997ff659ef0a,4a1c1edef82d76596ea0209327be3ff5,5,,,2017-09-28,2017-09-28 22:52:02
7b66de927426b71a817aa36df5e8a0b3,634e8f4c0f6744a626f77f39770ac6aa,1,,Muito bom o produto e preço cobrado!,2017-08-17,2017-08-17 23:36:23
b86988a140e7bded0f6148915ec33ffa,fae07f01dfeea5a98b59ba06f1fa7bba,4,,,2017-08-18,2017-08-18 23:45:59
8bc4d875dbab927e9190060688edc80f,b6e5ddeaf2e5b56015e295beb333f305,2,,Excelente produto indico a qualquer pessoa.,2017-07-18,2017-07-19 10:45:53
fed701d8d331019dcc29237db66c8523,f97c752350c4546ad37ac0e5adf87f93,3,,Chegou amassado... ,2017-07-07,2017-07-08 03:00:47
43310eef57e5f5f520cdb52f91b9876f,20f136d890c31a62486c809f91a5b098,4,,muito boa e rapida e o produto veio em bom estado agora e mesmo fazer os testes!,2017-07-04,2017-07-05 11:31:25
13af9d6501d608374c69d002c6b37ce1,290d464dc4d780ddcd120552cf21c640,5,,entrega rapida,2017-09-30,2017-10-03 12:25:06
3fad09fa54b5805911e6be87b7230e43,f03883bef2ed1452c4de6bb070ab2717,5,,,2017-09-23,2017-09-25 14:51:56
