order_id,order_item_id,product_id,seller_id,shipping_limit_date,price,freight_value
0009c9a17f916a706d71784483a5d643,1,3f27ac8e699df3d300ec4a5d8c5cf0b2,fcb5ace8bcc92f75707dc0f01a27d269,2018-05-02 09:31:53,639.0,11.34
000aed2e25dbad2f9ddb70584c5a2ded,1,4fa33915031a8cde03dd0d3e8fb27f01,fe2032dab1a61af8794248c8196565c9,2018-05-16 20:57:03,144.0,8.77
00130c0eee84a3d909e75bc08c5c3ca1,1,89321f94e35fc6d7903d36f74e351d40,16090f2ca825584b5a147ab24aa30c86,2018-06-14 05:16:24,27.9,7.94
001427c0ec99cf8af737bd88e92fd444,1,28b4eced95a52d9c437a4caf9d311b95,77530e9772f57a62c906e1c21538ab82,2018-04-12 19:08:28,59.9,23.35
001e7cf2ad6bef3ade12ebc56ceaf0f3,1,bdcf6a834e8faa30dac3886c7a58e92e,2a84855fd20af891be03bc5924d2b453,2018-05-22 10:59:50,35.9,15.2
002175704e8b209f61b9ad5cfd92b60e,1,e6b6e13cf71449a457269f425b89dc74,b2ba3715d723d245138f291a6fe42594,2018-04-26 12:30:57,109.9,13.21
00254baeb6c932b0a8aeead91fbd02b5,1,18901878788fec7ddc55e64d1ace8187,e8b4225284fbb02d16f200513f1f395d,2018-05-14 22:14:46,149.9,43.11
0029f17cf0e7640c5cb6825af681303f,1,01c666c82f414c762ad21bffa56e8b49,d3dcf0604eabf0224fbd5948b5e02f69,2018-05-08 12:14:52,94.9,18.54
002c9def9c9b951b1bec6d50753c9891,1,2d9ff06c8870a518f5f6909774e140fb,00720abe85ba0859807595bbf045a33b,2018-05-21 17:32:03,78.0,8.9
002c9def9c9b951b1bec6d50753c9891,2,2d9ff06c8870a518f5f6909774e140fb,00720abe85ba0859807595bbf045a33b,2018-05-21 17:32:03,78.0,8.9
00324b3eda39ba5ecce3945823e3594c,1,54e5063e43f27f747d592eb24e913150,0dd184061fb0eaa7ca37932c68ab91c5,2018-04-17 09:12:11,76.0,34.07
00335f75ea6a4455b524a8dd177067f5,1,e1bf2f209fd2b08e1af3ed71732d9008,70c27847eca8195c983ed7e798c56743,2018-05-02 22:10:29,168.8,8.21
003822434f91204da0a51fe4cf2aba18,1,99e71b776debf2f01a69dce207e3e4f8,c54679b132454625907c773d273d4126,2018-06-21 02:30:28,69.0,18.58
003822434f91204da0a51fe4cf2aba18,2,99e71b776debf2f01a69dce207e3e4f8,c54679b132454625907c773d273d4126,2018-06-21 02:30:28,69.0,18.58
00404fa7a687c8c44ca69d42695aae73,1,53b36df67ebb7c41585e8d54d6772e08,7d13fca15225358621be4086e1eb0964,2018-05-15 04:31:26,99.9,0.0
0044c6f6d22dd280534344177c81b989,1,01cf56cd6138b926a4802d16fc304149,06e5eefc71ec47ae763c5c6f8db7064f,2018-05-23 17:15:37,179.93,16.14
0045f5225a96ef46630701167528fdcb,1,86a11a09edde2267675505fc4d56d9b0,3db66a856d18a9cba7c9241fc5221c50,2018-06-19 04:17:48,94.9,15.51
0046176ff0dbc2a178b7885355dfbb71,1,19f0917ba5781b978298ffcd9ae225c1,43f8c9950d11ecd03a0304a49e010da6,2018-06-06 19:35:18,121.99,15.73
004ca5ae248069d68e8594df8abf6ce0,1,cd71c76f5ab15f51f24fb214fc42d8ab,620c87c171fb2a6dd6e8bb4dec959fc6,2018-06-14 18:52:39,159.9,61.18
005997dca4c1fc45066d0a03d54a6469,1,2948658cb6abc82847412be7201bfc4c,955fee9216a65b617aa5c0531780ce60,2018-04-16 18:15:20,120.0,13.75
0066a1fdaee16ad5022c5ef979d0b661,1,2fb0efd1f61f186ffdda9e8ec70f27f2,1d8dbc4f32378d715c717c1c1fc57bae,2018-06-14 20:17:26,139.0,87.28
0067c6030d65af0ff98790158ddb0020,1,02ed3b595447e948efc3eac897e4df0e,640e21a7d01df7614a3b4923e990d40c,2018-05-03 21:52:36,40.35,13.71
006e91ddb0674525f84ce0da0655c7ba,1,8474d936fee23f0c45620cc2022871cc,2528513dd95219a6013d4d05176e391a,2018-04-16 19:31:09,499.0,30.35
