order_id,payment_sequential,payment_type,payment_installments,payment_value
b81ef226f3fe1789b1e8b2acac839d17,1,credit_card,8,99.33
a9810da82917af2d9aefd1278f1dcfa0,1,credit_card,1,24.39
42fdf880ba16b47b59251dd489d4441a,1,credit_card,2,128.45
298fcdf1f73eb413e4d26d01b25bc1cd,1,credit_card,2,96.12
616105c9352a9668c38303ad44e056cd,1,credit_card,1,75.78
79da3f5fe31ad1e454f06f95dc032ad5,1,credit_card,1,98.94
b2349a3f20dfbeef62e7b31baa22f84b,1,credit_card,3,136.71
d0a945f85ba1074b60aac97ade7e240e,1,credit_card,2,541.0
5d9c5817e278892b7498d90bfa28ade8,1,credit_card,2,290.16
23f10f509600c30cf2852f9dbdf28fc3,1,credit_card,1,103.49
f86f6472fa9f395d8d9a6751ca118afb,1,credit_card,1,64.03
1dcf0c8cd36ffaf57784fbdc90079310,1,credit_card,3,157.15
d3e774a185c0b1b2286ffd6c70abe2e6,1,credit_card,8,117.74
2e2c60b99754ae1e4d8b18846cfec9f2,1,credit_card,4,542.66
1ffb3c1929b16d9c1aec1958e11b3e9b,1,boleto,1,166.04
10af96a0689260134307879127ac1952,1,credit_card,2,113.2
85eef2d342b0de363c45c1bc324729c5,1,credit_card,3,99.43
4217849b1ff18a9270fe048eabc4dc45,1,credit_card,1,67.88
60e43c5f5ba559d9dd19357ed72cb2f2,1,credit_card,2,78.3
8e47a04b25d7a7075064e8e0bd2e0318,1,credit_card,1,37.61
fb1a2a1296f822405a946cbdfc0d3ed6,1,credit_card,3,34.78
de4090fd9b7900d46323b0c7c36b7128,1,credit_card,2,121.45
d60a89ab9bc1e68834465ae630c3343e,1,credit_card,2,115.59
d46f45b0d795bcf47a19d301710e63fe,1,credit_card,1,27.27
21b8b46679ea6482cbf911d960490048,2,voucher,1,43.12
46ee6eaca194413758f200a6974b7e4d,1,credit_card,3,71.99
a5f860aaf6a3c35399495aefe92d363f,1,credit_card,1,75.75
82ffe097d8ddbf319a523b9bbe7725d5,2,voucher,1,30.0
f75666bf6c9e09f6b3f4bcd797b57a3c,1,credit_card,4,97.28
5e5d1342989d05440629e2162fa52d07,1,credit_card,1,48.61
242e24b7eaa9f48cde9d679f8591124d,1,credit_card,4,236.66
1594012ccc1b0770373ce691d697e5ae,1,credit_card,8,362.17
bc3d816db1aa7215dbde5b1b00d3d32b,1,credit_card,2,46.85
67c8c2016ddabf0059783eb44e921f99,1,boleto,1,68.54
b545ba7b0bd67a3128185c7214704319,1,credit_card,8,340.08
1e6d912e4c63965bb9eccf0cc765fc24,1,boleto,1,207.24
66f249e4d7ab2f3872de7bd6d74719dd,1,credit_card,8,348.77
afd0dbbab8e90d099aaccdd8ed7d5f26,1,credit_card,3,269.46
774359a2a8b6be829653bae9390a0dd0,1,credit_card,10,350.09
5262eaeb971616ffef822379ed91896f,1,credit_card,1,0.67
37fc44460574b368fe7933c6ae98f224,1,credit_card,1,47.43
3fff175860497ca456d60c90b1f2b797,1,credit_card,2,168.57
9488305b52042a978d3bf78cf94bcd54,1,credit_card,3,283.66
881206af1a6a9cd34119b99782759dd4,1,boleto,1,44.77
76b8568803f110a59ece4167463a4a7e,1,debit_card,1,76.39
32d8aa395f9c9f357e1e3f7b214b9082,1,credit_card,1,103.68
90eaac01afdf4e531a70ad869e092c75,1,credit_card,1,234.43
cf8ace9395d2ee06b4b513df8ba682b3,1,credit_card,1,52.38
101fa9bbc869f267953a48b0f659dc62,1,credit_card,9,131.47
d189b98b9c4f5325db664c5455fe927c,1,credit_card,1,341.58
ab85e3c92c828eb802fd91345e45d92e,1,credit_card,10,357.97
56ba89857b4e6eb192108f310a81163b,1,credit_card,13,197.23
0f67e615d797da223ac5601b9b08b180,1,credit_card,3,153.67
6b58f3523e45f9838f702acbc21e2f51,1,credit_card,1,44.23
73596e67516934a7fe64cc6ca6d75545,1,credit_card,3,62.11
984c8458b4e17a487d85b16c9ce0f00c,1,credit_card,1,143.99
5b2f1ff03b77977af4258e7cfc2ec799,1,credit_card,1,260.57
49f62326ab0dc444db19abf56861df10,1,credit_card,10,109.59
99396be04e138247e9fc0528a62e0919,1,credit_card,1,56.06
f26bbe1ba1d50321617831285d0fe62c,1,credit_card,1,42.39
e65f1eeee1f52024ad1dcd03447f7482,1,credit_card,1,43.28
9d4fe519c77c087d5a1bd73637c5c6bf,1,credit_card,1,124.6
18dc026cdb7d39abde1489c336528961,1,boleto,1,134.99
5b7c6dbea3e21dc6314451ed73907c0c,1,boleto,1,48.27
0fe5bc7345e72628330234915ed373bd,1,boleto,1,106.85
257699bfe87de4eac234324e88db828a,1,credit_card,2,102.26
adc2f0c9fd838d820339f8220c1adf08,2,voucher,1,30.0
6760e20addcf0121e9d58f2f1ff14298,1,credit_card,6,88.78
68051b9b65c4b30fc1252a2b69fe1d0b,1,credit_card,6,125.77
242bc9216a7d8514ba8d435a96d63c3d,1,boleto,1,127.69
3be1b5820b7f93acc617a3b680f37c91,1,credit_card,5,349.99
b79a7395d3911e77688dfe966105a683,1,boleto,1,108.64
b616f638cd86d92c7cbd06cf7484ee34,1,credit_card,1,20.75
45da19cff07c4148ba32b1a6bb8d87c1,1,boleto,1,126.68
0930df388b21f34fc3f0e3baa9a73016,1,credit_card,1,26.09
cbb39c59f8084f27c248bd5c3a1cde7b,1,boleto,1,244.35
415c8cb8b60f8371900c2abb3ce6a0c3,1,credit_card,3,171.32
cb666a5ed3eec739fae136c3da8552c7,1,credit_card,4,264.67
38006c12e16c03c74e2eb3113e238e5f,1,credit_card,1,17.87
725bd1c01a213e4ac7999d74cc9da874,1,credit_card,1,58.38
20aa4f85b1ed8d98e5c742c1a003db9c,2,voucher,1,50.0
e11fec6c25945565c1ef4f14fc3c03b7,1,credit_card,10,1995.69
83c55d64c56ad16ba3c0f7858cd709d0,1,credit_card,8,408.66
5ff78652a040431e007c9349249d3503,1,credit_card,2,386.46
9bfe486cba6ba9af52af7bfe86ff9859,1,credit_card,2,69.54
8be031b84394ed99ee85be1985019058,1,credit_card,1,21.94
ebee038c5993647eb1defc78207cd187,1,credit_card,1,114.25
c596d8640962b115481b374c7b881f6a,1,credit_card,2,162.83
394eefeb1d359eb230a22ba3bd68f072,1,credit_card,1,172.92
cccb62677b6ed93ec68f4428a0ad81ee,1,credit_card,7,81.72
019bdbaef5b5121c9b1811976aa510a5,1,boleto,1,108.64
d74283a9b897322afe09916280aca43f,1,credit_card,1,54.43
60bcba6747ee878b9007f61275f4cd1f,1,debit_card,1,265.41
96068d351a84dcea0b929884876e4fae,1,credit_card,2,128.73
0b3d8a1bbaa4e340e25adfd640f70308,1,credit_card,12,190.09
93de8241002c099c87029b0362e5c0c9,2,voucher,1,25.9
0a629239073738043764cd721c8ab2da,1,credit_card,1,46.81
5b2e70f861de8953b06ea667adc2eb4e,1,credit_card,3,258.71
1d5912d4e665fb2a085a50fc13007c02,1,boleto,1,69.9
ae544ab4fdaa9ad26ce17423e88b8702,1,boleto,1,48.13
6e8e751584b3e3141e3e3c39f71408c2,1,credit_card,6,187.15
14d113827939e9deace0b2afb528f1bb,1,credit_card,1,154.87
474c0bedc28c30c7568c589c047b75bb,1,credit_card,1,102.53
f0ea851516ffb7fbea588f7d200e3d43,1,boleto,1,93.64
d82255dd8d216b8577f8f2527ce817a1,1,credit_card,4,89.57
a03080d29751000dd3e2eab48835af82,1,credit_card,3,62.22
9389b64e7d922e3b0c30f8026e418e64,1,credit_card,4,125.43
6c949e670b5d33dc8fb8ad25b6da4860,1,credit_card,10,102.47
ad2b9f8531232554f31be87d5ea9da10,1,credit_card,3,199.0
d2b0a763647d885d0d3db2ee534ec02a,1,boleto,1,79.09
141d3bf5aa7128f40bf2a60cef620b93,1,credit_card,3,159.03
44f9bb85e9dfb3f106dd017fbd8b8006,1,credit_card,3,134.12
abb045c9c602e1ea87376929b298b52e,1,credit_card,1,93.18
e4e0b1913652739070617b6a336a6ca5,1,boleto,1,44.72
71749baed4a3e47f47aecfced7c70ec2,1,credit_card,1,26.38
64e64a4dd77d71d6bc307f24af1e55ac,1,credit_card,1,22.29
a9096f7f0b61e8a65ae29ece51a43d03,1,boleto,1,108.68
8065c72fce26b871dcba7ef49bebfa48,1,credit_card,1,27.7
209addb62d4e3c8c3e8b364d841b4d58,1,credit_card,1,68.87
05c5f6468206cec16a8c99f231bbbe86,1,credit_card,5,161.88
4fbf4b4d08900c34f81e01ace9d3f294,1,boleto,1,64.48
ee482a8248d67e42aa1105d14a941a47,1,credit_card,2,150.52
a83755325957c8eed972dc614210922e,1,credit_card,1,120.92
f41fbf3e30f0f79822348910ca2009f2,1,credit_card,1,104.43
a65211639143a90d6cb4116d808b1823,1,boleto,1,730.95
7c95572fd6e7e0ab8b88b00fd8c70716,1,boleto,1,53.39
c137d955d66546c460453c13ce560ad4,1,credit_card,1,124.15
906f47e5cb0a80530bf2e789e6e6a0cd,1,credit_card,10,179.92
5a409b9e0ab85bdafd5a5b75f4571b7a,1,credit_card,2,31.29
7056ed3b6f11b379db7915d1f6a69ad9,1,credit_card,1,38.13
49549ed2d115e970bfb52d517fe0e91f,1,credit_card,8,186.49
c627fe35fce1a754bc5b812d0b8ff379,1,credit_card,3,206.2
ba7243ecb3b63c80579ba1d4c34e277c,1,boleto,1,55.06
c943bc78c323d9a46208210c587c2ce4,1,credit_card,1,21.04
6d60fdb8565707824a98431255d3183a,1,credit_card,1,26.45
73ffc7dbf151bdb28ff40c4206968803,1,credit_card,1,127.53
12ab522eccaca7c7be0e20ef475ea423,1,credit_card,6,148.64
174fb39de9de15c80ea4076ba0cb6c83,1,boleto,1,93.91
539a1383b0bd9b963044945e607f1aca,1,credit_card,3,188.06
a45007bebe435ae6fb3637ede777476e,1,credit_card,3,164.15
37193e64eb9a46b7f3197762f242b20a,1,credit_card,1,10.89
4c17c523dc7daa9cfdfb327f119179a4,1,boleto,1,43.28
