order_id,payment_sequential,payment_type,payment_installments,payment_value
25e8ea4e93396b6fa0d3dd708e76c1bd,1,credit_card,1,65.71
ba78997921bbcdc1373bb41e913ab953,1,credit_card,8,107.78
d88e0d5fa41661ce03cf6cf336527646,1,credit_card,8,188.73
2480f727e869fdeb397244a21b721b67,1,credit_card,1,141.9
5cfd514482e22bc992e7693f0e3e8df7,2,voucher,1,45.17
00d8d65b666158b633f96054d31af43b,1,boleto,1,130.88
cf30fe76d1505192acee1c6dccb15545,1,credit_card,2,47.72
56c3277583e16009c925fdf116df420f,1,boleto,1,31.38
afef48d3c8a0b1b7c9b7f8f922fb5674,1,credit_card,5,153.41
d574338f566ca28dd67820f48ec1f1d8,1,credit_card,4,278.22
e8977f709bbb0367f51b589e6325f991,1,credit_card,1,132.51
c108072ab31ec90a754129c171577f5f,1,credit_card,4,210.82
55e2d723733c45033e71cb4d44690234,1,boleto,1,89.63
4cb51127f19f7254b320efe1718477dd,1,boleto,1,77.1
3689194c14ad4e2e7361ebd1df0e77b0,2,voucher,1,57.53
c9f23db8a1cb725df9bdb3383bd72b38,1,credit_card,3,169.34
4a02e985c7239d866a632f07ed20d9c0,1,credit_card,1,48.62
3e17eef8a8bd0131c7aed90d7508799e,1,credit_card,1,53.99
f8d323a2702fed37f0229965f7e9f8b3,1,credit_card,1,51.14
17e5131fe1d4b1a8dc14d4a66914f9d7,1,credit_card,1,73.34
3ba2d0012b1f34bc6ccbc31c4ba69f93,1,credit_card,6,60.07
8973a53fcad22a79e0ff315e7f9a0fd9,1,credit_card,2,176.7
1d92d2ce1ae2e0510b5ce50c5be578c6,1,credit_card,2,110.03
0fba53cb4e9429e38cd2750c32fa24a5,1,boleto,1,52.21
68d7420c86be23f313c81a554320f986,1,boleto,1,121.88
8bdc559b124e47eb71b5d1be8d6675e4,1,credit_card,7,76.02
db43c1a570e28fe9da60a444e3616a2b,1,credit_card,7,186.72
9bdcb4559b75d21a22fcd868d9e5dfec,1,credit_card,8,348.02
3597f6476c27b4e1cc2f58588116f8f5,1,boleto,1,85.14
55c0b6b41ce482c3f77407ef43fc6bad,1,boleto,1,26.08
845af9472cc76e66fbf445931b511755,1,credit_card,5,123.41
953b6636ab2347a8ba37a16770db47f9,1,credit_card,10,379.07
c61e3efc183db6b89f5556efb5aa8797,1,credit_card,1,45.5
3b9e43d6eba694f8a29c11ee67a04f2c,1,credit_card,8,242.1
03afb3c10af52ddfa3c33b9881bf43f8,1,credit_card,2,131.5
c1b770015e27aaf2b475026989d04fe0,1,boleto,1,137.73
c385c0eba07c858dd60ffe00a60dda64,1,credit_card,3,112.73
fd1ddfeca967b94315642dfe5c7545f7,1,credit_card,6,225.71
9c96fac210f67f329b80d898001fee09,1,boleto,1,65.0
999d0185fdc3859e118a76c1e7d8dfe4,1,credit_card,2,25.33
7c3e71109e904d8e0c8d034456f87eca,1,boleto,1,404.88
ad62ce74c314772d34c956d73fb305f3,1,boleto,1,69.33
a669137c06cc23b7962d63be3a2ad6d1,1,credit_card,3,641.2
b798fc527c548bfa5f069b5b29195275,1,debit_card,1,225.63
6c936253ed9ab81f5293da5081ba8a9a,1,boleto,1,39.6
97e8d3eb8f48e3610beed991e5f32296,1,credit_card,4,205.44
b80ba0f0c3d2a63feac0116f533cc6a9,3,voucher,1,2.99
f0d8a84693b073fa90c69667c924ff8f,1,boleto,1,92.57
f6eb6190398bfb32871584bd111dec04,1,credit_card,5,119.45
009ac365164f8e06f59d18a08045f6c4,5,voucher,1,8.75
88857d91dc3370190060f4b06041e708,1,credit_card,10,185.85
e6f98f32bf5e724269a5e9cb2529f2e3,1,credit_card,5,153.22
29aefbcf33949b65e5303167977e0362,1,voucher,1,84.88
3ba1ccc3882bd7df61ee5030f44ec1d2,1,credit_card,5,194.0
621b8e90f6fd06a792af8bdbbaf64a92,2,voucher,1,72.42
e4fe84926e03b0030e643318464be6a7,1,credit_card,2,217.15
4801b9cf238c2c9098bd66a5f092c2da,1,credit_card,4,152.28
4cc95216e51190048472a2baf6fa53ee,1,boleto,1,56.05
e199c3b74cd391568e7c99aa28b0f274,1,boleto,1,168.51
cfae1e992eeb0f51ba0de3ddb87b33da,1,credit_card,1,134.38
ddc5ef5f86c69f1a29ff3e05e3fc54ab,1,credit_card,1,36.69
ce70855bb79f7086da0e4974f7324ac1,1,credit_card,1,47.84
8e6df87600aae0285919b5529f7f0bfd,1,boleto,1,126.48
b45255a6696ebb8f53915a109a16458a,1,credit_card,4,125.29
75450feecb51c39e54f4bd4c74b867e5,1,boleto,1,46.78
87b8f9f472fb04cdbf53fb55a3591b5f,1,credit_card,3,72.66
838411338443a817cfb4c26f0f7a9c9a,1,boleto,1,63.7
dbdcb70ae949e4cce08f59bfa7e4604b,1,boleto,1,159.31
0bdb173bda4bf7e4109fe707c309252a,1,credit_card,10,132.95
0cd19e832fefb17664d1a294b90ad192,1,credit_card,10,110.2
683bf306149bb869980b68d48a1bd6ab,2,voucher,1,30.0
f6e638ae1f17003aac1cb6dc6a93ba73,1,credit_card,1,79.88
1dfbde97fe9eccbac2db9ab2f3d45a9b,1,credit_card,6,348.74
c3fa73017c4a172907d79669eda248d0,1,credit_card,6,139.07
ede510a059fd07ccec20bff19a227fa3,1,boleto,1,203.16
0705d1148d3c3d342f1a8c8ad33e5d3f,1,credit_card,10,117.85
81c2a9cc7a5d970fa1cb04443002088b,1,boleto,1,73.03
7a415e8280c3ae4d608481124c4f5d62,1,credit_card,1,68.7
8543d2d86c69647af5e2d957c3d21b85,1,credit_card,2,92.99
e8f9288c671277ab525571871aef27cd,1,credit_card,3,36.0
30f54cfb85a2cf596ee5b7a589d3ffa0,1,credit_card,3,130.14
604b550c04e61700ab7bcb2ac5b5ca53,1,boleto,1,710.23
e899327a5964f4d29698667a231e6b9d,1,credit_card,5,51.66
ac0da888b1077d0f40b33eea6de6297e,1,credit_card,1,52.34
e3c6bf3aad3a42c48ae9619ac88d0b3d,1,credit_card,4,64.51
828c3114b783f896fba059433600c471,1,credit_card,1,77.57
3d7fb1dd6ff6f0eedb9976eda81e4a95,2,voucher,1,20.0
8cc7ecd8057b154fb9227536dba2ce24,1,credit_card,5,150.15
689e8820798347950a2649f71c734bd0,1,credit_card,6,189.98
503ede67b27bbb1c7dca67c00af403a5,1,credit_card,2,228.6
89ce68f38090867719b22774f8bf5861,1,credit_card,6,162.99
9378b5fa3133e86bb44a365e66c24b03,1,credit_card,5,53.15
952241c48f34d58c23ca57964d413834,1,credit_card,2,88.2
332e264249f30a888b81bffd7a84e03c,1,boleto,1,131.47
1314353395f7148ba64400eab34bb50c,1,credit_card,10,156.73
0cc14454cb400b7b154e0a45ffd5c2f9,1,credit_card,1,57.11
d73f657ce49ec301ac81116e74bd0571,1,credit_card,3,65.1
b308154c76f89d8c52b41f7c8480d107,1,credit_card,7,71.66
6519cf54b544974af32f148f9087f86c,1,credit_card,2,80.81
08bc5baa3da6ce0746413cd9cf227e9e,1,credit_card,2,165.5
28156e3f154f44bf5cb8c3ee9978d332,1,debit_card,1,71.63
09c681e9069e20d7f2ecd587151f1b88,1,credit_card,5,311.57
b62880756e815882264069601458b5b1,1,boleto,1,100.21
4f22cd3d78d124f7ac060a3171493ef4,1,debit_card,1,36.35
4862027da7986ac571a0bd91458ec358,1,boleto,1,51.1
4b918a356d581c76170acb5f5644e79f,1,credit_card,9,92.57
aa04ee4542e835a3e6f4da876dc654c6,1,credit_card,1,19.33
63003bf6e2058e236f3f9ebb2872b234,1,credit_card,1,112.13
8f9b2d4a6cd80dc716a380365561a133,1,credit_card,1,197.04
6d0da5add693d625079fa8fdf40967d6,1,boleto,1,19.48
c283d7942d2bbca2c27a9c15ee2a390e,1,credit_card,1,206.76
d6dae36830ffe3962efff0e91cc64127,1,credit_card,1,86.24
2e69eb402e990dd7df2f12806dc38a4a,1,debit_card,1,88.08
407408433ee2a9ed77984aa5a06e2b2e,1,credit_card,1,76.17
c3efd4a2e8fb35fdc26a1312de8e2ca2,1,credit_card,3,110.04
84e18f4b5b541150af97e94f3cc0b2a7,1,credit_card,8,82.1
2299befc86b7b31fc23dcba911582355,1,credit_card,1,25.5
197be0df90e5b459a14669e32c8ce1ff,1,credit_card,6,114.28
531752ff49fa411d865ecde8cce5c7ee,1,credit_card,2,57.78
5fd03333c4c020a7eff08e6ef26ef8cf,1,credit_card,4,215.62
1857ec1a182661136fe7584592437d51,1,boleto,1,566.63
048cc31326007f07b576b46beddecc12,1,boleto,1,272.58
6ad6a8701a498c74450b0876eda2ecb9,1,credit_card,4,87.36
36963a629da6c57d926df8f37a9e63a9,1,boleto,1,33.0
5979684d63c8a62e550943dacdd1231c,1,credit_card,1,44.53
fe87d4b944748f63ca5ed22cc55b6fb6,1,debit_card,1,173.68
270f00466aae4f41f010eaba2da31425,1,credit_card,2,60.0
8616397296bf3ac1cc07c21a5c457894,1,credit_card,3,39.78
493c6b85f2b1911ffe31be7e8c2839c3,1,voucher,1,148.06
1634d04100d187e0f985f2eb2909cba1,1,credit_card,5,105.38
ca29aec188eb04a764fce98c6f69232c,1,credit_card,1,168.35
25d919c7187a3f82b5437023a5e98e46,1,credit_card,3,157.2
73c21d26eefa3d24be02a149b9e69017,1,credit_card,10,188.34
df339f81c46dc0bf186cb6307d7cdb6a,1,boleto,1,35.4
3ca411651463b3a30f194126a1d6fda6,1,boleto,1,36.75
6365be88d51d66dbac002c738a56bae9,1,credit_card,1,64.34
d21873cfa21e689e4dbfd43a99326424,1,credit_card,1,706.84
081e5884f403fbe66f3bce77c72c9230,1,credit_card,1,43.58
aa4cb17e191453bc29e2d1f67f38a4ab,1,credit_card,4,48.15
42ee4f991900767ba353278c7c4f4df3,1,credit_card,1,149.54
de43e0e00259ee7b44c7a11e9b5d114f,1,credit_card,8,124.21
3c608a571543f2f2b96f2e6cb3a2d10a,1,credit_card,6,191.58
6b64cb311a0d5baa18bc37ead02d657c,1,credit_card,1,55.91
f057e285395efbc0c032cf9e4ccfd146,1,credit_card,1,38.0
4eecbfcab9ec27fad7e24ac94f9a032b,1,boleto,1,196.81
de87be44e83ebc323acd6d4caec3ca57,1,credit_card,5,116.23
1d50a1ce4cf6a22155891f66fb4117b0,1,boleto,1,66.64
e2c195168dcfb7f5465c1b342ac094ee,1,boleto,1,1605.14
44a9041df78170974aeb1d2084dfae29,1,credit_card,7,177.67
e08878ad70acad81d0e90f59e56ce9a6,1,credit_card,1,84.79
bf897dd4378248fd6947e04c4d434dce,1,credit_card,4,42.74
0c4c42e7e040dc423699b1d019b684e1,1,boleto,1,79.69
ab23407c84b934f452124bc5b5453123,1,credit_card,3,97.79
943124300f49c04925947c81838ab67d,1,boleto,1,35.09
0588a3721b3d0a1f0b549fb84fd9cf10,1,credit_card,1,109.31
186c43c492d0813457a0da8ee78ef748,1,credit_card,5,222.15
5662e7f8bbc6abe55e104ac06994a731,1,credit_card,3,57.69
b0e1d9af1bfc3a4d96489c81cf10fe69,1,credit_card,1,135.6
811acfa349a56222b8ca357b548123bb,1,credit_card,3,84.52
9c83e600b8c156f1b50b753f30e93634,1,boleto,1,84.05
60b0fba7a3132de4c33d2a0a2f204b15,1,boleto,1,149.73
b6373737638442df0342f512435488df,1,credit_card,2,28.7
b11a2fc0664cad475e2700523625a1e6,1,credit_card,2,71.13
7aad0379bac4fe5dcb0a97650eaf957d,1,boleto,1,51.01
68e77d6af71665b7749d1e4ce51835ae,1,credit_card,1,134.49
e417eb578007d00c0b658bc321e625fb,1,credit_card,6,111.02
608570b95a49743971fb82089b960070,3,voucher,1,12.29
60622e02fde39a42fe9654c41a6bba8d,1,debit_card,1,191.28
c1df4a5d1b544e51e2f038412f96c0a9,1,credit_card,6,85.24
d48ccff01a1b3e35b69d6b6ed81a352a,1,credit_card,1,37.99
d2d6acd468cd36300e20668ae293923e,1,credit_card,2,158.21
65a94ea3c1392f150ad232c92d64c3f8,1,credit_card,2,63.7
0c1457493ca1492c4a4417fc278605b0,2,voucher,1,50.0
85bb28ec7b858a8b703d82a51b3f5e1f,1,boleto,1,36.05
1c37b01cbd381665433fb99fc7705e81,1,credit_card,1,85.15
5b18e0708f150becd4334b9e3d79fbd4,1,boleto,1,143.15
98e5161ba292a2032d586ecc01ac0c87,1,credit_card,3,171.79
a43482a55cc8d11f47b25992831a794f,1,credit_card,2,154.38
4d6dca1dbb561c5c5af9a4c8fbc38375,1,credit_card,3,245.36
417b5687161450887ef2e6b283c15c32,1,credit_card,1,93.66
c89d81740da0f2eca4cdbac9c558ed6a,1,credit_card,10,116.85
03da04c1427d7b8bff38d76efca1029d,1,boleto,1,216.74
119132da8a360ce8e81841456844b962,1,debit_card,1,64.0
5cc9158bdd66e341bc4085933657d306,1,credit_card,1,34.7
92515c13ea7bcf398a6d73f2558f08fb,1,credit_card,7,346.59
b817f6c3399d06c7629a445527b463dd,1,credit_card,3,36.1
6ad57aecbae806a7e9cc2cdb6b380711,1,credit_card,2,161.47
b9cc0087ac70da1f27b5c2b6d4f78600,1,credit_card,1,50.0
df16628521a91b8dc473aa698aac7285,1,credit_card,8,406.67
3957b45bce42070cac232014ad4d001b,2,voucher,1,250.0
35e29aad915d0ccfeeb308572ff8fe79,1,boleto,1,21.01
6a0c96e8fd6d1c42bbfa1f5d49f3d3cb,3,voucher,1,64.25
9b434ff82e1cc10e25641256b7ec7b15,1,credit_card,8,91.18
935e2b59d8831e7e158e0a2bbf8f91c3,1,credit_card,3,37.09
ee491eb103d02acce80f7c5950def51d,1,credit_card,1,14.0
9459fe4630e1165c113f9fdb4ad5b261,1,credit_card,3,44.66
42e8aa987fc0b5e8e6ab1eced3eadd1d,1,credit_card,1,196.01
1de86d094f7dd41cca13d246d3b7fd07,1,credit_card,6,61.97
dcfb709b0757c7e96301c882821adb2c,1,credit_card,1,44.85
04f1827088d972a62224f5203a071500,1,credit_card,10,178.06
7ac78cb9b8592cea74cb5b1c3df6f84c,1,boleto,1,205.0
6ed3f553337457d7804e8c39b580ce89,1,credit_card,10,113.62
f1c5e5967b0cd0144bd3b56958f7da43,1,boleto,1,90.76
20c01dd7a0783578fb672819519685ca,1,boleto,1,248.36
82df1040816137c724988769a4370203,1,credit_card,1,131.44
071d86b8fc66cad2d0bb93775be89392,1,credit_card,5,103.15
d263c6d795845c0224adf410912ba638,1,credit_card,1,92.57
033e33708df28579692a3d19492c6553,1,credit_card,1,145.57
ee0422de5db17178938d7e613abe918e,1,credit_card,2,119.97
25716e02bca6edec6a1b90fa879d79e7,1,credit_card,8,167.6
9c77f370544954701cf2847a3732cb84,1,credit_card,1,35.69
8e49d9a115677d2cc6074f46333029ec,1,credit_card,6,70.18
c459d8ba2ab3f1d559fefa7ef0977cb9,1,credit_card,1,111.93
5e1a8017512badbdf543b509991dba6d,1,credit_card,4,235.28
7182e129d91eb324a925d8f1f8221d88,1,credit_card,8,214.14
66c2a643ac74cde86624a0c15a95327a,1,credit_card,4,224.39
98fe01bc254b759c1f2c11d77c2891d5,1,voucher,1,150.0
8428e578bb1cf839ae26a6b7615502b9,1,credit_card,1,40.4
a2774eabce91067c32cfb2813ac902ad,1,credit_card,1,430.28
906dfb858a6afcaea1fb5cc0ed730147,1,boleto,1,143.1
2107e0af867c766772a8f4501ccd1671,1,credit_card,10,291.72
23bb9807759656cf1a127051f168d6bd,1,credit_card,4,161.54
f5ab5341b520987fc899c69ec795dc1d,1,credit_card,1,118.29
aef85868b291058edac07999dfc93307,1,credit_card,1,99.2
bf7937a823a3232d50fe7a0520ae8c0c,1,credit_card,3,138.24
d54c217781126defeb4a78dc16f5ad39,1,boleto,1,35.41
88fee4747e42f5d4b4bdbf2a730d6e2a,1,credit_card,10,182.29
9f363e28be707432b8173ded00f855f2,1,credit_card,1,54.09
5e21c6f2e0e0007bd16ba2839c9628b2,1,credit_card,3,192.39
010e7dda85fff564e8b7076ae3928efb,1,credit_card,10,133.34
c075bbb88b67014143bb3d046f0b8610,1,credit_card,8,171.44
07144524b0b12343da7f0e7227dcb28d,1,boleto,1,100.34
049446a8732fca98a50e6767bb58bd49,1,boleto,1,66.01
a27e7bc82ceed97d792b678d7ca3e888,1,credit_card,1,58.59
d8457bd7376bc47702228915e4c4f187,1,credit_card,5,54.62
7a189472050d185af07c5550a7dfc5ad,1,credit_card,5,620.68
e16532416e7fa0b226f67cb0a05696c2,1,credit_card,10,1082.51
f002422b59aa21ebc2c12136d1ab4019,1,boleto,1,82.12
8337da5abde9a018a9ab51bf20aee333,1,credit_card,4,197.69
33053ee45764f34778295ba8a0a4131d,1,credit_card,3,195.0
91c6465db4928c8a908d1056f5763c8e,1,credit_card,2,227.44
6e9e60623cf73b485aee48dc4b45c98d,1,credit_card,3,137.02
41537821ce113ccef16d0e4b303f1230,1,boleto,1,89.27
3c6c89e079dd7a3a2b71fe55bb30bc08,1,credit_card,3,63.1
0ad82b0c5d9f039a29814e465165a0da,1,credit_card,6,318.4
8d9c47d02bd99ae8d7dd151ededa9281,1,credit_card,2,415.97
c063af469224d02e7e9bcb0b1e46583c,2,voucher,1,20.0
da25492a616ea75359094ce9180d2691,1,credit_card,2,188.8
521eea255d54a537e8889bb61072923d,1,credit_card,2,96.71
683bf306149bb869980b68d48a1bd6ab,1,credit_card,1,8.58
277ef68319aa0ee0561831fab6e9e0aa,1,credit_card,2,69.73
d26bc24224fef3d3b81a759802c26434,1,credit_card,1,29.75
316495342fc714e50303c6cf4feea79f,1,credit_card,4,48.68
b5569f238f8225742a0ca65b827d0456,1,credit_card,1,243.45
5f9e4b231676bfe9ead7e5ed49d06dfc,1,credit_card,10,2083.09
3a517309f5eb2056a5549db3939bf07d,1,credit_card,6,217.16
0ecc87706e05dcabbbfe5aa29767e9d0,1,boleto,1,1087.44
ad81d0d06a681bb6285a1aa66634f762,1,credit_card,1,38.8
423bacebe695187f7c0f4c416adf5a37,1,credit_card,5,73.38
e8c2e13dbaea9f65abb449dc65d6e883,1,boleto,1,181.57
0a03b50bb658dc86547261ba8cd5676e,1,credit_card,2,197.72
2d06d0f685d85988dd10f283e5da1270,1,credit_card,1,342.38
3d531c28fb36a432495acd5a1dcf253f,1,credit_card,10,317.8
3417639844a3a88b3ee9e86ecbf802b7,1,credit_card,1,120.9
6e50c3286b2f4fef7e6adc496afd5b70,1,credit_card,2,140.4
9a43b717c408493ff788aeb5d11d0684,1,credit_card,1,33.18
8a4f049e93b07babc87ccf981d7cdd94,1,credit_card,3,61.01
55f4a795aff551817b34f6ec2907f8bc,1,credit_card,1,164.79
89b0e57c47e090334a13fad8d382246e,1,credit_card,1,29.77
9c27a49a6afffd10bd25a5990a02c1e1,1,boleto,1,52.38
e398683c47bda1cf86be8772a50b4579,1,voucher,1,58.71
64d7ed1c4e843c97738d861140943a73,1,credit_card,1,188.5
74dd410abd613e48dcee781aeb269181,1,credit_card,2,24.68
66b59bf4515765f0bcfc3e42cf2ff344,1,credit_card,2,173.86
8f89a91120f6ee124abbabe2b1408c2f,1,credit_card,2,102.64
fab3dc50c9cba98a6261babbf9c16a62,1,boleto,1,58.01
bcd050a34214fa492826f945e3425650,1,credit_card,7,367.1
90b0ca32bb968251ac0b7eeb5393b7fe,1,boleto,1,146.68
acab0597bcff87a5fa4b143f2d4aff80,1,credit_card,1,17.5
c5ed4a55e251ad5ceeb15a399999516d,1,boleto,1,44.09
2f0406761edfc84594b3ff458e5ddc6a,1,credit_card,4,175.64
5b163ebdd5ac559f04d06af2069e23d3,1,credit_card,4,48.01
4ef2dc299b0885933a8773c1aa3656ae,1,boleto,1,88.72
753276a5b8f820bbd0000f93b319bc0c,1,boleto,1,65.11
e4e3babab4d0f208cb6963df2458709d,1,credit_card,9,92.57
1355bd6c7fa80ea43bdecab48ff8052c,1,credit_card,1,85.15
0ebe7b603e2e4b83d9adf9f169585f0d,1,credit_card,1,19.35
bf98c50762b9fc7e06742bcd424e1e9f,1,credit_card,1,39.1
faabc69ee9f9b4e81c8a4504fdacdc50,1,credit_card,1,118.2
8280bddb9636fd420fecbd96c5b0c877,1,boleto,1,77.57
ab8c4bf0204081a450dae1139f6eacb5,1,credit_card,1,189.62
cb6788e2b64ab1ddde45555de93c809f,1,credit_card,5,248.85
cd68632e7dc6d980f29dc6826a936d03,2,voucher,1,199.15
54359cee0d9645cef070695ce5539d7c,1,credit_card,1,51.41
402094e1d8f8b5f681f962bc2554345a,1,credit_card,4,152.72
2015fdddda0f27eaf4ebdf451d70a41e,1,credit_card,4,79.19
ee234bfd26ca588915483995d811c1d0,1,credit_card,10,619.86
21f27570ef536f54c3f27f4c9e9c9709,1,credit_card,2,211.6
7a43bbe9766ce937332b6f9dcba36715,1,boleto,1,52.38
8e0aba4e9cd80e71b2cec14e22df868b,1,credit_card,4,137.0
36970c35cfe02cb355e55690bae4ac02,1,credit_card,2,179.86
5ab1880595146abb553d7defb52b22eb,1,boleto,1,198.5
09b9b2b8758ca1fd4a9bcd3f2af6fb10,1,credit_card,8,197.63
03ba96e3cd1a918f1e0126c93dd93bb5,1,credit_card,2,57.55
e53f0cfe74143e4d79c05a2df7e80411,1,credit_card,3,116.94
59249f8efaa491f566ba65d67ca9c254,1,voucher,1,195.12
0df8cd93fe931f8eb18314b794f45ca6,1,credit_card,3,284.02
cd8f1098418f4fcc23c29232d9c04dd2,1,boleto,1,73.15
c8552e53c39ddd0a833f474899d5a966,1,credit_card,1,165.39
541bb2ccd254b84fbaabf01e82324cb0,1,credit_card,8,105.29
444ebbf5602b5acdad22e0b4a9951bda,1,credit_card,3,372.72
1cd7c89429be94ecaafb5a84daf3beee,1,credit_card,4,56.92
b7e339d3c4aefa73f6e86875b78250f3,1,credit_card,2,147.61
9d43eaf1f72a6d200577517c4e4265e0,1,credit_card,2,155.73
cafe257a6af47e3a0f99d202c0bbdbf4,4,voucher,1,1.63
c4cac393cb3ff78fe2823fc2222d1f04,1,credit_card,1,261.07
07015ec9fa46c951514edc46a108d719,1,credit_card,1,67.9
0c3edd1850a593f62fea844191a4424c,1,boleto,1,217.64
6453f61ca0e3788daed375fb4ebadbde,1,credit_card,1,57.17
047723564a4f371af7f16f08f08ae0e0,1,credit_card,9,299.39
7ac3402986077088fc8185e65ec5c7b1,1,credit_card,8,315.06
abd05c85cdce8b1426ced8f27fb59eb1,1,credit_card,7,361.16
a7be2467cdcb078b2ffdea6fd401952d,1,credit_card,1,31.63
a477cdebba202e2c15cae2e35dbac3b3,1,credit_card,10,113.52
350e81ea69628f5c056e29e198b2f5a2,1,credit_card,1,5.7
ab100844826f01cfa2544e2ea0b9ae4d,1,credit_card,10,639.77
e67a3047fa3e8b2aecd942f3b25b0e3f,1,credit_card,1,66.23
f7254acdb2c708372182c21f4ef3af88,1,boleto,1,102.74
048e6e4623dbf118c43e0f5572016faa,1,credit_card,4,657.63
a64424367810e29c6d8903b27073a8c8,1,credit_card,2,313.54
c341b928652ab66dc02f4a2e9bb2d969,1,credit_card,1,49.53
c7a69e528db122e94405b79ddc5ad934,1,credit_card,1,84.15
1afa51208ad0fe3d17577387674e6924,1,voucher,1,40.1
4845232ae57f7a4425c4a12adfa8cd06,1,credit_card,10,350.56
463cefaa4147d39621500e986396b5cf,1,credit_card,4,196.72
769c9e627636f4041274ad3cf6b94fd3,1,credit_card,1,39.09
8fc207e94fa91a7649c5a5dab690272a,1,credit_card,5,135.51
eeae119fa8c06aa988a02dd0a40de8a3,1,boleto,1,36.35
2c2f2d6f669b78caed39af3e63a5439e,1,credit_card,9,123.54
17f6265814025fb8df1b31db1d8545e2,1,credit_card,1,42.67
8cc424a5c8314e99e6e6027b99655b0f,2,voucher,1,100.0
dad1e3ac5ffebd3fb9664bdf1efd3064,1,credit_card,10,159.56
7d6c0dec1e6a1670dce5f5d97dad5051,1,credit_card,2,179.86
70498ad5af42884a122355352f008c14,2,credit_card,1,239.39
dc5c1e4b9f70ea51724488c3f86b7c68,1,credit_card,5,396.32
472ce7491b9e1d5409e48c3717a8072e,1,voucher,1,86.94
54c8a1ae2a5ba17d24381040d3ae3fe9,1,boleto,1,113.62
3f265b4152ce33df196725325e99ef49,1,credit_card,1,59.23
3f70fa55743ebe05b4b94594c082dfc4,1,boleto,1,25.5
cdddbaf91f8abd761e51c7d5f035695b,1,credit_card,10,254.04
80603ff81081f5b1afa87c01e8cf490e,1,credit_card,1,60.85
d199bccd68b67266244fd9e225d6f77e,1,credit_card,1,16.22
488af1da339f776ccc9c5d4b26203cec,1,credit_card,1,57.72
e4ba1a004c49a4399b0cd95fdc64a7e4,1,credit_card,5,244.8
16efc11ccab2e8a17656020f80cd39e3,1,boleto,1,255.93
c11b9c3650e886882788fb2f834dd152,1,boleto,1,53.27
6afa03fba2ab6ae8174e9c9477c85506,1,credit_card,1,54.1
dc034558fc2acd4a0d55733dd55b3b9c,1,credit_card,5,185.94
a28b2354a61dbafb15e76454d557d543,1,credit_card,1,49.12
817856093e04996ba35912467fcb6706,1,credit_card,1,53.05
c54856ceaaaf3a273f3921da4faf1e8f,1,credit_card,3,88.76
0049edf42837aa808e03552a62bd2158,1,credit_card,1,67.5
754edc03c66f1bd22203c465db885cbf,1,boleto,1,69.56
8febb29840d98fdfb4f00b2b26e4000c,1,credit_card,4,44.24
6dc67cb39f917644a71c8f9410d6505a,1,credit_card,7,147.06
c401e0f907a3a0912a86473918b3aaa0,1,boleto,1,139.28
1b4fa94977b3370291611e53694a6918,1,credit_card,6,67.22
f390346ecbf61a6b81b92017a7410df1,1,credit_card,1,69.73
ea74dd3b5134d715abcf385bc904d577,1,credit_card,1,61.87
b144e2ac9863ed27bc59dbe4dd2f8773,1,credit_card,2,99.7
a518b37b54f26e19044d8706b65e8133,1,boleto,1,61.85
9960ee97c2f8d801a200a01893b3942f,2,voucher,1,201.65
5e7715473075848a1953230996ea3b3d,1,credit_card,4,40.09
809fc33617d44c48deb9b253aa7397ac,1,credit_card,10,114.28
eb999d408b8016b7bd014cf08348fe86,2,voucher,1,86.3
de4c508282732a9138afe232f9c7285e,1,credit_card,1,70.27
eb56ddfc112b49241ad368f44da00dc3,1,boleto,1,113.42
e2c0db58acdbd422711f241243fc726d,1,boleto,1,52.77
fb502b9421eb6ab817d72fc973b7b708,1,boleto,1,73.34
e471b8e7eaa8fd21277e359033828817,1,credit_card,2,149.73
2c293bd3c9f41735731112a36cbcaf81,1,boleto,1,184.17
abb4105be6a56ad64b74e4e74d5fe4f4,1,credit_card,5,827.91
690b993c5b9c86969f5d763a0f1d5c36,1,credit_card,1,50.62
fdbaa530778c33afe4b7762457bd8204,1,credit_card,2,75.65
a00ae528eb61acacc2917ce50bf77d65,1,credit_card,5,112.35
8a1af4b10efdc90daa0fbd611fee2420,1,credit_card,1,43.62
3fb155b4897652f5cdf1b5efff32a465,1,credit_card,5,596.27
